时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),,,,,
19.665,1.086,0.564,-0.135,27.588,-0.488,231.567,115.521,-69.142,-57.145,21.075,59.492,-22.308,,,,,
19.67,1.086,0.564,-0.135,27.588,-0.488,231.567,117.01,-70.131,-58.683,21.367,59.925,-22.367,,,,,
19.675,1.086,0.564,-0.135,27.588,-0.488,231.567,118.641,-71.098,-60.37,21.758,60.558,-22.367,,,,,
19.68,1.013,0.564,-0.135,27.588,-0.488,231.567,120.438,-72.054,-62.221,22.075,61.508,-22.317,,,,,
19.685,1.013,0.442,-0.136,22.339,-6.042,242.249,122.574,-73.015,-64.446,22.25,62.7,-22.242,,,,,
19.69,1.013,0.442,-0.136,22.339,-6.042,242.249,124.948,-73.949,-66.918,22.292,63.85,-22.183,,,,,
19.695,1.013,0.442,-0.136,22.339,-6.042,242.249,127.606,-74.85,-69.67,22.292,64.733,-22.225,,,,,
19.7,1.04,0.442,-0.136,22.339,-6.042,242.249,130.583,-75.712,-72.74,22.325,65.383,-22.333,,,,,
19.705,1.04,0.269,-0.125,18.127,-8.545,243.713,133.956,-76.531,-76.234,22.533,65.692,-22.458,,,,,
19.71,1.04,0.269,-0.125,18.127,-8.545,243.713,137.741,-77.289,-80.14,22.933,65.908,-22.583,,,,,
19.715,1.04,0.269,-0.125,18.127,-8.545,243.713,141.976,-77.992,-84.49,23.458,66.325,-22.692,,,,,
19.72,1.006,0.269,-0.125,18.127,-8.545,243.713,146.695,-78.613,-89.33,24.017,67.133,-22.717,,,,,
19.725,1.006,0.107,-0.122,17.395,-9.399,240.662,151.842,-79.14,-94.603,24.475,68.275,-22.692,,,,,
19.73,1.006,0.107,-0.122,17.395,-9.399,240.662,157.462,-79.574,-100.349,24.808,69.5,-22.692,,,,,
19.735,1.006,0.107,-0.122,17.395,-9.399,240.662,163.488,-79.893,-106.501,25.05,70.583,-22.708,,,,,
19.74,0.92,0.107,-0.122,17.395,-9.399,240.662,169.821,-80.09,-112.967,25.217,71.35,-22.775,,,,,
19.745,0.92,-0.017,-0.127,20.264,-9.521,234.802,176.177,-80.162,-119.438,25.367,71.742,-22.908,,,,,
19.75,0.92,-0.017,-0.127,20.264,-9.521,234.802,-177.451,-80.112,-125.92,25.617,71.883,-23.058,,,,,
19.755,0.92,-0.017,-0.127,20.264,-9.521,234.802,-171.222,-79.942,-132.259,26.033,71.992,-23.208,,,,,
19.76,0.984,-0.017,-0.127,20.264,-9.521,234.802,-165.273,-79.651,-138.329,26.617,72.3,-23.342,,,,,
19.765,0.984,-0.079,-0.112,25.818,-7.385,224.365,-159.901,-79.288,-143.784,27.35,72.9,-23.367,,,,,
19.77,0.984,-0.079,-0.112,25.818,-7.385,224.365,-154.918,-78.832,-148.854,28.075,73.608,-23.35,,,,,
19.775,0.984,-0.079,-0.112,25.818,-7.385,224.365,-150.348,-78.3,-153.512,28.758,74.558,-23.317,,,,,
19.78,0.87,-0.079,-0.112,25.818,-7.385,224.365,-146.19,-77.706,-157.758,29.333,75.592,-23.317,,,,,
19.785,0.87,-0.12,-0.113,32.104,-2.014,218.018,-142.438,-77.086,-161.57,29.75,76.542,-23.3,,,,,
19.79,0.87,-0.12,-0.113,32.104,-2.014,218.018,-139.026,-76.421,-165.031,30.05,77.333,-23.408,,,,,
19.795,0.87,-0.12,-0.113,32.104,-2.014,218.018,-135.945,-75.712,-168.179,30.342,77.875,-23.533,,,,,
19.8,0.845,-0.12,-0.113,32.104,-2.014,218.018,-133.149,-74.965,-171.03,30.717,78.217,-23.708,,,,,
19.805,0.845,-0.151,-0.101,34.851,-2.319,204.895,-130.759,-74.235,-173.458,31.142,78.458,-23.883,,,,,
19.81,0.845,-0.151,-0.101,34.851,-2.319,204.895,-128.578,-73.488,-175.677,31.733,78.6,-24.092,,,,,
19.815,0.845,-0.151,-0.101,34.851,-2.319,204.895,-126.584,-72.713,-177.715,32.467,78.792,-24.258,,,,,
19.82,0.791,-0.151,-0.101,34.851,-2.319,204.895,-124.755,-71.922,-179.583,33.242,79.142,-24.408,,,,,
19.825,0.791,-0.184,-0.103,33.936,0.183,194.946,-123.129,-71.164,178.742,33.992,79.717,-24.525,,,,,
19.83,0.791,-0.184,-0.103,33.936,0.183,194.946,-121.624,-70.389,177.198,34.633,80.542,-24.55,,,,,
19.835,0.791,-0.184,-0.103,33.936,0.183,194.946,-120.229,-69.604,175.759,35.108,81.533,-24.567,,,,,
19.84,0.783,-0.184,-0.103,33.936,0.183,194.946,-118.938,-68.813,174.419,35.492,82.508,-24.567,,,,,
19.845,0.783,-0.192,-0.082,30.334,1.831,179.688,-117.828,-68.077,173.243,35.758,83.45,-24.558,,,,,
19.85,0.783,-0.192,-0.082,30.334,1.831,179.688,-116.779,-67.335,172.134,35.967,84.192,-24.567,,,,,
19.855,0.783,-0.192,-0.082,30.334,1.831,179.688,-115.801,-66.588,171.085,36.2,84.625,-24.675,,,,,
19.86,0.672,-0.192,-0.082,30.334,1.831,179.688,-114.884,-65.836,170.09,36.5,84.725,-24.867,,,,,
19.865,0.672,-0.215,-0.115,25.696,4.883,163.513,-114.071,-65.16,169.206,36.925,84.517,-25.142,,,,,
19.87,0.672,-0.215,-0.115,25.696,4.883,163.513,-113.302,-64.479,168.36,37.483,84.125,-25.458,,,,,
19.875,0.672,-0.215,-0.115,25.696,4.883,163.513,-112.571,-63.798,167.558,38.075,83.7,-25.767,,,,,
19.88,0.647,-0.215,-0.115,25.696,4.883,163.513,-111.879,-63.105,166.789,38.775,83.3,-26.042,,,,,
19.885,0.647,-0.262,-0.151,21.423,-0.427,143.25,-111.357,-62.501,166.185,39.55,83.025,-26.275,,,,,
19.89,0.647,-0.262,-0.151,21.423,-0.427,143.25,-110.858,-61.886,165.602,40.35,82.983,-26.408,,,,,
19.895,0.647,-0.262,-0.151,21.423,-0.427,143.25,-110.374,-61.276,165.042,41.15,83.217,-26.467,,,,,
19.9,0.781,-0.262,-0.151,21.423,-0.427,143.25,-109.913,-60.661,164.504,41.9,83.733,-26.475,,,,,
19.905,0.781,-0.293,-0.159,16.724,-5.127,128.967,-109.572,-60.101,164.07,42.575,84.483,-26.417,,,,,
19.91,0.781,-0.293,-0.159,16.724,-5.127,128.967,-109.237,-59.54,163.652,43.158,85.392,-26.35,,,,,
19.915,0.781,-0.293,-0.159,16.724,-5.127,128.967,-108.918,-58.98,163.246,43.667,86.3,-26.275,,,,,
19.92,0.773,-0.293,-0.159,16.724,-5.127,128.967,-108.605,-58.42,162.85,44.075,87.225,-26.192,,,,,
19.925,0.773,-0.286,-0.121,12.573,-5.249,126.343,-108.331,-57.87,162.471,44.4,88.025,-26.142,,,,,
19.93,0.773,-0.286,-0.121,12.573,-5.249,126.343,-108.067,-57.316,162.103,44.658,88.617,-26.142,,,,,
19.935,0.773,-0.286,-0.121,12.573,-5.249,126.343,-107.809,-56.766,161.746,44.858,88.95,-26.175,,,,,
19.94,0.697,-0.286,-0.121,12.573,-5.249,126.343,-107.562,-56.212,161.395,45.042,89,-26.3,,,,,
19.945,0.697,-0.33,-0.103,6.958,-8.911,120.483,-107.38,-55.684,161.098,45.25,88.817,-26.475,,,,,
19.95,0.697,-0.33,-0.103,6.958,-8.911,120.483,-107.21,-55.151,160.807,45.467,88.542,-26.675,,,,,
19.955,0.697,-0.33,-0.103,6.958,-8.911,120.483,-107.04,-54.624,160.521,45.717,88.133,-26.908,,,,,
19.96,0.596,-0.33,-0.103,6.958,-8.911,120.483,-106.875,-54.091,160.241,46.075,87.658,-27.15,,,,,
19.965,0.596,-0.472,-0.111,2.014,-11.292,108.154,-106.782,-53.613,159.999,46.508,87.192,-27.35,,,,,
19.97,0.596,-0.472,-0.111,2.014,-11.292,108.154,-106.683,-53.13,159.758,47.042,86.85,-27.475,,,,,
19.975,0.596,-0.472,-0.111,2.014,-11.292,108.154,-106.589,-52.646,159.521,47.675,86.625,-27.567,,,,,
19.98,0.561,-0.472,-0.111,2.014,-11.292,108.154,-106.496,-52.169,159.291,48.358,86.583,-27.625,,,,,
19.985,0.561,-0.642,-0.146,2.563,-8.057,90.393,-106.408,-51.773,159.077,49.025,86.617,-27.667,,,,,
19.99,0.561,-0.642,-0.146,2.563,-8.057,90.393,-106.32,-51.372,158.862,49.725,86.8,-27.692,,,,,
19.995,0.561,-0.642,-0.146,2.563,-8.057,90.393,-106.232,-50.971,158.654,50.417,87.092,-27.692,,,,,
20,0.415,-0.642,-0.146,2.563,-8.057,90.393,-106.144,-50.565,158.445,51.108,87.483,-27.692,,,,,
20.005,0.415,-0.729,-0.159,10.498,-8.972,66.65,-106.057,-50.268,158.297,51.758,87.942,-27.658,,,,,
20.01,0.415,-0.729,-0.159,10.498,-8.972,66.65,-105.969,-49.971,158.154,52.325,88.442,-27.633,,,,,
20.015,0.415,-0.729,-0.159,10.498,-8.972,66.65,-105.881,-49.664,158.005,52.842,88.958,-27.592,,,,,
20.02,0.449,-0.729,-0.159,10.498,-8.972,66.65,-105.787,-49.362,157.857,53.3,89.433,-27.517,,,,,
20.025,0.449,-0.694,-0.13,17.029,-12.268,38.269,-105.727,-49.18,157.797,53.683,89.9,-27.45,,,,,
20.03,0.449,-0.694,-0.13,17.029,-12.268,38.269,-105.661,-48.999,157.736,54.017,90.342,-27.408,,,,,
20.035,0.449,-0.694,-0.13,17.029,-12.268,38.269,-105.595,-48.812,157.67,54.3,90.767,-27.442,,,,,
20.04,0.511,-0.694,-0.13,17.029,-12.268,38.269,-105.524,-48.625,157.61,54.533,91.175,-27.492,,,,,
20.045,0.511,-0.633,-0.058,17.883,-9.338,18.921,-105.463,-48.538,157.566,54.742,91.567,-27.55,,,,,
20.05,0.511,-0.633,-0.058,17.883,-9.338,18.921,-105.397,-48.444,157.522,54.917,91.908,-27.592,,,,,
20.055,0.511,-0.633,-0.058,17.883,-9.338,18.921,-105.331,-48.351,157.473,55.075,92.225,-27.617,,,,,
20.06,0.512,-0.633,-0.058,17.883,-9.338,18.921,-105.26,-48.252,157.429,55.2,92.525,-27.608,,,,,
20.065,0.512,-0.595,-0.025,11.719,-4.944,4.028,-105.222,-48.235,157.385,55.325,92.775,-27.6,,,,,
20.07,0.512,-0.595,-0.025,11.719,-4.944,4.028,-105.172,-48.214,157.335,55.433,93,-27.583,,,,,
20.075,0.512,-0.595,-0.025,11.719,-4.944,4.028,-105.128,-48.192,157.291,55.525,93.208,-27.583,,,,,
20.08,0.515,-0.595,-0.025,11.719,-4.944,4.028,-105.079,-48.17,157.242,55.608,93.383,-27.6,,,,,
20.085,0.515,-0.595,-0.019,1.282,0.305,-12.085,-105.079,-48.235,157.187,55.7,93.55,-27.6,,,,,
20.09,0.515,-0.595,-0.019,1.282,0.305,-12.085,-105.073,-48.296,157.137,55.792,93.7,-27.6,,,,,
20.095,0.515,-0.595,-0.019,1.282,0.305,-12.085,-105.068,-48.356,157.083,55.858,93.842,-27.6,,,,,
20.1,0.515,-0.595,-0.019,1.282,0.305,-12.085,-105.057,-48.411,157.028,55.925,93.95,-27.592,,,,,
20.105,0.483,-0.595,-0.019,1.282,0.305,-12.085,-105.046,-48.472,156.973,55.983,94.042,-27.567,,,,,
20.11,0.483,-0.612,-0.05,-7.446,5.92,-30.945,-105.079,-48.625,156.918,56.033,94.092,-27.542,,,,,
20.115,0.483,-0.612,-0.05,-7.446,5.92,-30.945,-105.106,-48.779,156.857,56.092,94.108,-27.508,,,,,
20.12,0.483,-0.612,-0.05,-7.446,5.92,-30.945,-105.134,-48.928,156.802,56.142,94.092,-27.483,,,,,
20.125,0.499,-0.612,-0.05,-7.446,5.92,-30.945,-105.161,-49.081,156.742,56.192,94.067,-27.467,,,,,
20.13,0.499,-0.612,-0.067,-12.939,7.568,-52.124,-105.233,-49.334,156.714,56.242,93.967,-27.467,,,,,
20.135,0.499,-0.612,-0.067,-12.939,7.568,-52.124,-105.309,-49.581,156.687,56.292,93.8,-27.483,,,,,
20.14,0.499,-0.612,-0.067,-12.939,7.568,-52.124,-105.386,-49.834,156.66,56.325,93.558,-27.5,,,,,
20.145,0.536,-0.612,-0.067,-12.939,7.568,-52.124,-105.458,-50.081,156.632,56.325,93.225,-27.55,,,,,
20.15,0.536,-0.588,-0.06,-17.639,10.132,-70.923,-105.573,-50.422,156.627,56.275,92.8,-27.633,,,,,
20.155,0.536,-0.588,-0.06,-17.639,10.132,-70.923,-105.683,-50.762,156.621,56.15,92.267,-27.65,,,,,
20.16,0.536,-0.588,-0.06,-17.639,10.132,-70.923,-105.798,-51.097,156.616,56,91.692,-27.708,,,,,
20.165,0.512,-0.588,-0.06,-17.639,10.132,-70.923,-105.914,-51.438,156.61,55.742,91.042,-27.767,,,,,
20.17,0.512,-0.547,-0.056,-23.193,10.681,-91.125,-106.089,-51.872,156.649,55.383,90.317,-27.817,,,,,
20.175,0.512,-0.547,-0.056,-23.193,10.681,-91.125,-106.26,-52.306,156.627,54.908,89.575,-27.892,,,,,
20.18,0.512,-0.547,-0.056,-23.193,10.681,-91.125,-106.43,-52.74,156.61,54.333,88.917,-27.967,,,,,
20.185,0.574,-0.547,-0.056,-23.193,10.681,-91.125,-106.606,-53.174,156.594,53.692,88.383,-28.008,,,,,
20.19,0.574,-0.521,-0.072,-27.893,10.681,-115.417,-106.853,-53.723,156.638,53.025,88.058,-27.983,,,,,
20.195,0.574,-0.521,-0.072,-27.893,10.681,-115.417,-107.1,-54.267,156.687,52.383,87.867,-27.9,,,,,
20.2,0.574,-0.521,-0.072,-27.893,10.681,-115.417,-107.358,-54.816,156.742,51.767,87.942,-27.817,,,,,
20.205,0.645,-0.521,-0.072,-27.893,10.681,-115.417,-107.622,-55.36,156.808,51.208,88.258,-27.7,,,,,
20.21,0.645,-0.512,-0.102,-28.198,15.503,-134.155,-107.897,-55.997,156.885,50.717,88.758,-27.517,,,,,
20.215,0.645,-0.512,-0.102,-28.198,15.503,-134.155,-108.188,-56.635,156.973,50.333,89.317,-27.317,,,,,
20.22,0.645,-0.512,-0.102,-28.198,15.503,-134.155,-108.479,-57.272,157.072,50.05,89.8,-27.117,,,,,
20.225,0.614,-0.512,-0.102,-28.198,15.503,-134.155,-108.781,-57.909,157.176,49.842,90.058,-26.933,,,,,
20.23,0.614,-0.469,-0.111,-26.917,16.907,-152.161,-109.127,-58.629,157.335,49.667,90.158,-26.808,,,,,
20.235,0.614,-0.469,-0.111,-26.917,16.907,-152.161,-109.484,-59.343,157.511,49.492,89.9,-26.775,,,,,
20.24,0.614,-0.469,-0.111,-26.917,16.907,-152.161,-109.852,-60.062,157.698,49.275,89.308,-26.817,,,,,
20.245,0.622,-0.469,-0.111,-26.917,16.907,-152.161,-110.242,-60.771,157.901,48.967,88.492,-26.9,,,,,
20.25,0.622,-0.383,-0.102,-26.733,13.367,-173.096,-110.742,-61.578,158.236,48.492,87.658,-26.992,,,,,
20.255,0.622,-0.383,-0.102,-26.733,13.367,-173.096,-111.264,-62.375,158.599,47.858,87.017,-27,,,,,
20.26,0.622,-0.383,-0.102,-26.733,13.367,-173.096,-111.819,-63.171,158.989,47.1,86.692,-26.9,,,,,
20.265,0.708,-0.383,-0.102,-26.733,13.367,-173.096,-112.401,-63.962,159.406,46.242,86.75,-26.725,,,,,
20.27,0.708,-0.285,-0.117,-28.87,12.146,-189.941,-113.11,-64.83,159.95,45.442,86.95,-26.508,,,,,
20.275,0.708,-0.285,-0.117,-28.87,12.146,-189.941,-113.868,-65.693,160.538,44.683,87.333,-26.267,,,,,
20.28,0.708,-0.285,-0.117,-28.87,12.146,-189.941,-114.675,-66.55,161.18,44.075,87.675,-26.017,,,,,
20.285,0.726,-0.285,-0.117,-28.87,12.146,-189.941,-115.543,-67.401,161.884,43.633,87.792,-25.817,,,,,
20.29,0.726,-0.254,-0.156,-29.053,6.165,-205.505,-116.631,-68.302,162.812,43.308,87.567,-25.683,,,,,
20.295,0.726,-0.254,-0.156,-29.053,6.165,-205.505,-117.806,-69.197,163.834,42.992,87.067,-25.6,,,,,
20.3,0.726,-0.254,-0.156,-29.053,6.165,-205.505,-119.081,-70.082,164.96,42.567,86.417,-25.55,,,,,
20.305,0.862,-0.254,-0.156,-29.053,6.165,-205.505,-120.471,-70.955,166.196,42.092,85.792,-25.492,,,,,
20.31,0.862,-0.196,-0.146,-27.283,6.104,-214.417,-122.053,-71.851,167.635,41.433,85.3,-25.45,,,,,
20.315,0.862,-0.196,-0.146,-27.283,6.104,-214.417,-123.794,-72.735,169.239,40.658,85.033,-25.35,,,,,
20.32,0.862,-0.196,-0.146,-27.283,6.104,-214.417,-125.717,-73.603,171.019,39.9,85.008,-25.2,,,,,
20.325,0.877,-0.196,-0.146,-27.283,6.104,-214.417,-127.848,-74.449,173.013,39.258,85.1,-25.058,,,,,
20.33,0.877,-0.1,-0.129,-26.428,6.775,-218.567,-130.254,-75.289,175.281,38.783,85.142,-24.917,,,,,
20.335,0.877,-0.1,-0.129,-26.428,6.775,-218.567,-132.935,-76.108,177.83,38.417,84.967,-24.808,,,,,
20.34,0.877,-0.1,-0.129,-26.428,6.775,-218.567,-135.939,-76.888,-179.297,38.075,84.633,-24.733,,,,,
20.345,0.919,-0.1,-0.129,-26.428,6.775,-218.567,-139.307,-77.624,-176.067,37.642,83.958,-24.717,,,,,
20.35,0.919,0.004,-0.137,-28.32,6.653,-219.91,-143.119,-78.322,-172.397,37.058,83.083,-24.708,,,,,
20.355,0.919,0.004,-0.137,-28.32,6.653,-219.91,-147.387,-78.959,-168.272,36.283,82.217,-24.675,,,,,
20.36,0.919,0.004,-0.137,-28.32,6.653,-219.91,-152.139,-79.53,-163.658,35.45,81.6,-24.575,,,,,
20.365,0.953,0.004,-0.137,-28.32,6.653,-219.91,-157.39,-80.019,-158.555,34.658,81.325,-24.4,,,,,
20.37,0.953,0.071,-0.171,-28.687,3.052,-223.45,-163.251,-80.409,-152.831,34,81.317,-24.167,,,,,
20.375,0.953,0.071,-0.171,-28.687,3.052,-223.45,-169.53,-80.684,-146.695,33.45,81.367,-23.917,,,,,
20.38,0.953,0.071,-0.171,-28.687,3.052,-223.45,-176.105,-80.843,-140.262,33.067,81.275,-23.725,,,,,
20.385,0.929,0.071,-0.171,-28.687,3.052,-223.45,177.177,-80.876,-133.693,32.767,80.825,-23.625,,,,,
20.39,0.929,0.125,-0.182,-24.475,2.93,-223.328,170.524,-80.788,-127.167,32.467,79.992,-23.592,,,,,
20.395,0.929,0.125,-0.182,-24.475,2.93,-223.328,164.086,-80.574,-120.85,32.075,78.925,-23.608,,,,,
20.4,0.929,0.125,-0.182,-24.475,2.93,-223.328,158.005,-80.244,-114.884,31.517,77.917,-23.583,,,,,
20.405,1,0.125,-0.182,-24.475,2.93,-223.328,152.369,-79.81,-109.369,30.817,77.242,-23.458,,,,,
20.41,1,0.201,-0.137,-21.606,-0.122,-226.379,147.217,-79.272,-104.321,30.1,76.775,-23.333,,,,,
20.415,1,0.201,-0.137,-21.606,-0.122,-226.379,142.581,-78.646,-99.794,29.375,76.617,-23.125,,,,,
20.42,1,0.201,-0.137,-21.606,-0.122,-226.379,138.444,-77.959,-95.757,28.783,76.55,-22.908,,,,,
20.425,1.053,0.201,-0.137,-21.606,-0.122,-226.379,134.758,-77.217,-92.181,28.383,76.325,-22.783,,,,,
20.43,1.053,0.268,-0.156,-20.935,-0.183,-222.961,131.534,-76.437,-89.061,28.142,75.758,-22.725,,,,,
20.435,1.053,0.268,-0.156,-20.935,-0.183,-222.961,128.661,-75.619,-86.292,27.967,74.858,-22.683,,,,,
20.44,1.053,0.268,-0.156,-20.935,-0.183,-222.961,126.101,-74.773,-83.831,27.7,73.817,-22.667,,,,,
20.445,1.071,0.268,-0.156,-20.935,-0.183,-222.961,123.81,-73.894,-81.639,27.367,72.825,-22.633,,,,,
20.45,1.071,0.339,-0.19,-16.907,3.662,-216.431,121.772,-73.037,-79.684,26.867,71.975,-22.533,,,,,
20.455,1.071,0.339,-0.19,-16.907,3.662,-216.431,119.932,-72.153,-77.926,26.283,71.383,-22.458,,,,,
20.46,1.071,0.339,-0.19,-16.907,3.662,-216.431,118.268,-71.257,-76.339,25.75,71.025,-22.358,,,,,
20.465,0.991,0.339,-0.19,-16.907,3.662,-216.431,116.757,-70.345,-74.905,25.375,70.767,-22.242,,,,,
20.47,0.991,0.434,-0.177,-9.766,5.432,-215.271,115.395,-69.434,-73.586,25.192,70.45,-22.158,,,,,
20.475,0.991,0.434,-0.177,-9.766,5.432,-215.271,114.148,-68.511,-72.383,25.133,69.9,-22.083,,,,,
20.48,0.991,0.434,-0.177,-9.766,5.432,-215.271,113.011,-67.571,-71.285,25.067,69.225,-22.033,,,,,
20.485,1.041,0.434,-0.177,-9.766,5.432,-215.271,111.962,-66.632,-70.28,24.925,68.25,-22.058,,,,,
20.49,1.041,0.525,-0.164,-6.836,10.62,-208.74,110.984,-65.72,-69.324,24.625,67.092,-22.133,,,,,
20.495,1.041,0.525,-0.164,-6.836,10.62,-208.74,110.072,-64.803,-68.439,24.167,65.892,-22.208,,,,,
20.5,1.041,0.525,-0.164,-6.836,10.62,-208.74,109.232,-63.875,-67.615,23.608,64.867,-22.242,,,,,
20.505,1.021,0.525,-0.164,-6.836,10.62,-208.74,108.446,-62.946,-66.846,23.075,64.158,-22.2,,,,,
20.51,1.021,0.583,-0.152,-4.517,12.451,-198.853,107.737,-62.062,-66.149,22.608,63.767,-22.083,,,,,
20.515,1.021,0.583,-0.152,-4.517,12.451,-198.853,107.073,-61.172,-65.49,22.225,63.508,-21.942,,,,,
20.52,1.021,0.583,-0.152,-4.517,12.451,-198.853,106.452,-60.282,-64.874,21.992,63.358,-21.825,,,,,
20.525,0.938,0.583,-0.152,-4.517,12.451,-198.853,105.864,-59.387,-64.297,21.908,63.058,-21.742,,,,,
20.53,0.938,0.667,-0.166,-5.676,15.625,-183.35,105.32,-58.563,-63.759,21.908,62.45,-21.767,,,,,
20.535,0.938,0.667,-0.166,-5.676,15.625,-183.35,104.799,-57.739,-63.254,21.933,61.5,-21.883,,,,,
20.54,0.938,0.667,-0.166,-5.676,15.625,-183.35,104.31,-56.909,-62.77,21.925,60.267,-22.033,,,,,
20.545,0.833,0.667,-0.166,-5.676,15.625,-183.35,103.843,-56.08,-62.309,21.825,58.942,-22.208,,,,,
20.55,0.833,0.689,-0.174,-4.883,8.667,-177.979,103.464,-55.267,-61.941,21.667,57.717,-22.367,,,,,
20.555,0.833,0.689,-0.174,-4.883,8.667,-177.979,103.101,-54.448,-61.589,21.392,56.658,-22.508,,,,,
20.56,0.833,0.689,-0.174,-4.883,8.667,-177.979,102.755,-53.63,-61.249,21.017,55.917,-22.533,,,,,
20.565,0.882,0.689,-0.174,-4.883,8.667,-177.979,102.431,-52.811,-60.925,20.567,55.533,-22.508,,,,,
20.57,0.882,0.746,-0.097,-2.258,3.418,-172.424,102.167,-52.009,-60.667,20.167,55.408,-22.442,,,,,
20.575,0.882,0.746,-0.097,-2.258,3.418,-172.424,101.92,-51.207,-60.419,19.833,55.425,-22.333,,,,,
20.58,0.882,0.746,-0.097,-2.258,3.418,-172.424,101.678,-50.405,-60.178,19.65,55.425,-22.283,,,,,
20.585,0.944,0.746,-0.097,-2.258,3.418,-172.424,101.453,-49.603,-59.947,19.558,55.367,-22.242,,,,,
20.59,0.944,0.769,-0.157,-5.615,7.996,-155.579,101.206,-48.889,-59.716,19.617,55.117,-22.25,,,,,
20.595,0.944,0.769,-0.157,-5.615,7.996,-155.579,100.975,-48.17,-59.491,19.808,54.592,-22.275,,,,,
20.6,0.944,0.769,-0.157,-5.615,7.996,-155.579,100.745,-47.455,-59.271,20.058,53.85,-22.333,,,,,
20.605,0.807,0.769,-0.157,-5.615,7.996,-155.579,100.53,-46.736,-59.063,20.308,52.908,-22.4,,,,,
20.61,0.807,0.789,-0.157,-3.052,7.874,-144.531,100.344,-46.071,-58.865,20.492,51.867,-22.467,,,,,
20.615,0.807,0.789,-0.157,-3.052,7.874,-144.531,100.168,-45.406,-58.678,20.558,50.842,-22.567,,,,,
20.62,0.807,0.789,-0.157,-3.052,7.874,-144.531,99.992,-44.742,-58.486,20.492,49.867,-22.683,,,,,
20.625,0.727,0.789,-0.157,-3.052,7.874,-144.531,99.827,-44.077,-58.304,20.367,48.992,-22.8,,,,,
20.63,0.727,0.815,-0.137,-0.854,5.066,-136.597,99.695,-43.445,-58.145,20.142,48.258,-22.925,,,,,
20.635,0.727,0.815,-0.137,-0.854,5.066,-136.597,99.569,-42.814,-57.991,19.858,47.7,-23.008,,,,,
20.64,0.727,0.815,-0.137,-0.854,5.066,-136.597,99.448,-42.182,-57.838,19.567,47.308,-23.025,,,,,
20.645,0.768,0.815,-0.137,-0.854,5.066,-136.597,99.333,-41.55,-57.689,19.342,47.067,-23.008,,,,,
20.65,0.768,0.847,-0.128,-1.099,1.831,-129.028,99.234,-40.952,-57.568,19.225,46.95,-22.942,,,,,
20.655,0.768,0.847,-0.128,-1.099,1.831,-129.028,99.141,-40.358,-57.448,19.233,46.892,-22.842,,,,,
20.66,0.768,0.847,-0.128,-1.099,1.831,-129.028,99.053,-39.76,-57.332,19.3,46.833,-22.767,,,,,
20.665,0.764,0.847,-0.128,-1.099,1.831,-129.028,98.965,-39.161,-57.211,19.483,46.783,-22.658,,,,,
20.67,0.764,0.869,-0.142,0,3.052,-114.258,98.888,-38.639,-57.101,19.75,46.692,-22.567,,,,,
20.675,0.764,0.869,-0.142,0,3.052,-114.258,98.811,-38.112,-56.992,20.092,46.483,-22.492,,,,,
20.68,0.764,0.869,-0.142,0,3.052,-114.258,98.74,-37.59,-56.882,20.45,46.183,-22.417,,,,,
20.685,0.711,0.869,-0.142,0,3.052,-114.258,98.674,-37.062,-56.772,20.8,45.758,-22.342,,,,,
20.69,0.711,0.884,-0.138,1.648,4.211,-97.961,98.619,-36.617,-56.667,21.117,45.217,-22.308,,,,,
20.695,0.711,0.884,-0.138,1.648,4.211,-97.961,98.564,-36.178,-56.558,21.392,44.642,-22.25,,,,,
20.7,0.711,0.884,-0.138,1.648,4.211,-97.961,98.514,-35.733,-56.442,21.625,43.983,-22.275,,,,,
20.705,0.612,0.884,-0.138,1.648,4.211,-97.961,98.465,-35.288,-56.327,21.783,43.225,-22.367,,,,,
20.71,0.612,0.894,-0.127,1.221,0.488,-84.595,98.432,-34.904,-56.239,21.875,42.383,-22.483,,,,,
20.715,0.612,0.894,-0.127,1.221,0.488,-84.595,98.405,-34.519,-56.146,21.883,41.5,-22.658,,,,,
20.72,0.612,0.894,-0.127,1.221,0.488,-84.595,98.377,-34.135,-56.041,21.842,40.592,-22.775,,,,,
20.725,0.601,0.894,-0.127,1.221,0.488,-84.595,98.355,-33.75,-55.937,21.742,39.7,-22.875,,,,,
20.73,0.601,0.883,-0.105,-0.549,-2.686,-76.904,98.333,-33.404,-55.844,21.617,38.875,-22.967,,,,,
20.735,0.601,0.883,-0.105,-0.549,-2.686,-76.904,98.317,-33.052,-55.75,21.442,38.092,-23.042,,,,,
20.74,0.601,0.883,-0.105,-0.549,-2.686,-76.904,98.295,-32.701,-55.651,21.25,37.383,-23.117,,,,,
20.745,0.631,0.883,-0.105,-0.549,-2.686,-76.904,98.278,-32.349,-55.547,21.042,36.758,-23.2,,,,,
20.75,0.631,0.872,-0.082,-1.587,-0.366,-68.604,98.251,-32.042,-55.432,20.817,36.217,-23.267,,,,,
20.755,0.631,0.872,-0.082,-1.587,-0.366,-68.604,98.229,-31.734,-55.311,20.592,35.758,-23.3,,,,,
20.76,0.631,0.872,-0.082,-1.587,-0.366,-68.604,98.201,-31.426,-55.19,20.367,35.4,-23.342,,,,,
