时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),,,,,
20.765,0.598,0.872,-0.082,-1.587,-0.366,-68.604,98.174,-31.113,-55.069,20.167,35.092,-23.375,,,,,
20.77,0.598,0.874,-0.077,-1.709,2.686,-58.716,98.146,-30.855,-54.932,19.992,34.858,-23.4,,,,,
20.775,0.598,0.874,-0.077,-1.709,2.686,-58.716,98.113,-30.597,-54.794,19.842,34.708,-23.383,,,,,
20.78,0.598,0.874,-0.077,-1.709,2.686,-58.716,98.08,-30.339,-54.657,19.717,34.642,-23.333,,,,,
20.785,0.56,0.874,-0.077,-1.709,2.686,-58.716,98.053,-30.081,-54.52,19.608,34.642,-23.242,,,,,
20.79,0.56,0.888,-0.082,-1.526,0.977,-51.331,98.031,-29.861,-54.399,19.525,34.725,-23.158,,,,,
20.795,0.56,0.888,-0.082,-1.526,0.977,-51.331,98.009,-29.636,-54.272,19.458,34.85,-23.075,,,,,
20.8,0.56,0.888,-0.082,-1.526,0.977,-51.331,97.987,-29.41,-54.146,19.408,34.992,-22.992,,,,,
20.805,0.563,0.888,-0.082,-1.526,0.977,-51.331,97.965,-29.185,-54.02,19.358,35.167,-22.908,,,,,
20.81,0.563,0.907,-0.087,-2.319,-2.136,-43.762,97.949,-28.998,-53.921,19.358,35.375,-22.817,,,,,
20.815,0.563,0.907,-0.087,-2.319,-2.136,-43.762,97.932,-28.806,-53.817,19.367,35.608,-22.717,,,,,
20.82,0.563,0.907,-0.087,-2.319,-2.136,-43.762,97.916,-28.614,-53.712,19.375,35.858,-22.617,,,,,
20.825,0.556,0.907,-0.087,-2.319,-2.136,-43.762,97.899,-28.422,-53.608,19.425,36.125,-22.5,,,,,
20.83,0.556,0.915,-0.097,-2.808,-2.625,-35.828,97.888,-28.273,-53.514,19.475,36.383,-22.417,,,,,
20.835,0.556,0.915,-0.097,-2.808,-2.625,-35.828,97.872,-28.12,-53.416,19.533,36.642,-22.358,,,,,
20.84,0.556,0.915,-0.097,-2.808,-2.625,-35.828,97.861,-27.966,-53.322,19.608,36.875,-22.275,,,,,
20.845,0.515,0.915,-0.097,-2.808,-2.625,-35.828,97.844,-27.812,-53.223,19.7,37.1,-22.2,,,,,
20.85,0.515,0.906,-0.099,-3.418,-2.319,-31.738,97.828,-27.68,-53.124,19.808,37.333,-22.125,,,,,
20.855,0.515,0.906,-0.099,-3.418,-2.319,-31.738,97.811,-27.543,-53.026,19.908,37.542,-22.042,,,,,
20.86,0.515,0.906,-0.099,-3.418,-2.319,-31.738,97.795,-27.411,-52.927,20.017,37.767,-21.992,,,,,
20.865,0.489,0.906,-0.099,-3.418,-2.319,-31.738,97.778,-27.274,-52.828,20.142,37.983,-21.95,,,,,
20.87,0.489,0.903,-0.116,-3.54,-3.296,-31.189,97.762,-27.142,-52.729,20.267,38.175,-21.908,,,,,
20.875,0.489,0.903,-0.116,-3.54,-3.296,-31.189,97.745,-27.004,-52.63,20.425,38.35,-21.892,,,,,
20.88,0.489,0.903,-0.116,-3.54,-3.296,-31.189,97.734,-26.873,-52.531,20.608,38.475,-21.817,,,,,
20.885,0.484,0.903,-0.116,-3.54,-3.296,-31.189,97.718,-26.735,-52.427,20.808,38.608,-21.758,,,,,
20.89,0.484,0.911,-0.12,-2.808,-2.991,-28.625,97.707,-26.614,-52.322,21,38.708,-21.692,,,,,
20.895,0.484,0.911,-0.12,-2.808,-2.991,-28.625,97.696,-26.488,-52.213,21.183,38.783,-21.608,,,,,
20.9,0.484,0.911,-0.12,-2.808,-2.991,-28.625,97.685,-26.367,-52.103,21.333,38.858,-21.583,,,,,
20.905,0.462,0.911,-0.12,-2.808,-2.991,-28.625,97.674,-26.241,-51.993,21.483,38.9,-21.55,,,,,
20.91,0.462,0.916,-0.117,-2.502,-4.089,-22.827,97.674,-26.147,-51.888,21.633,38.908,-21.517,,,,,
20.915,0.462,0.916,-0.117,-2.502,-4.089,-22.827,97.668,-26.049,-51.779,21.783,38.9,-21.5,,,,,
20.92,0.462,0.916,-0.117,-2.502,-4.089,-22.827,97.663,-25.95,-51.669,21.925,38.867,-21.483,,,,,
20.925,0.462,0.916,-0.117,-2.502,-4.089,-22.827,97.657,-25.851,-51.553,22.075,38.842,-21.442,,,,,
20.93,0.439,0.916,-0.117,-2.502,-4.089,-22.827,97.657,-25.752,-51.438,22.217,38.808,-21.425,,,,,
20.935,0.439,0.902,-0.119,-2.625,-6.531,-16.052,97.657,-25.681,-51.334,22.342,38.758,-21.383,,,,,
20.94,0.439,0.902,-0.119,-2.625,-6.531,-16.052,97.663,-25.615,-51.229,22.467,38.708,-21.383,,,,,
20.945,0.439,0.902,-0.119,-2.625,-6.531,-16.052,97.663,-25.543,-51.125,22.592,38.642,-21.358,,,,,
20.95,0.437,0.902,-0.119,-2.625,-6.531,-16.052,97.668,-25.477,-51.01,22.708,38.575,-21.358,,,,,
20.955,0.437,0.892,-0.126,-2.625,-10.132,-10.742,97.679,-25.428,-50.922,22.808,38.492,-21.342,,,,,
20.96,0.437,0.892,-0.126,-2.625,-10.132,-10.742,97.696,-25.384,-50.828,22.917,38.392,-21.317,,,,,
20.965,0.437,0.892,-0.126,-2.625,-10.132,-10.742,97.707,-25.334,-50.735,23,38.308,-21.317,,,,,
20.97,0.465,0.892,-0.126,-2.625,-10.132,-10.742,97.718,-25.291,-50.636,23.075,38.217,-21.275,,,,,
20.975,0.465,0.89,-0.133,-2.319,-9.949,-6.592,97.734,-25.263,-50.543,23.142,38.183,-21.275,,,,,
20.98,0.465,0.89,-0.133,-2.319,-9.949,-6.592,97.751,-25.236,-50.444,23.192,38.167,-21.242,,,,,
20.985,0.465,0.89,-0.133,-2.319,-9.949,-6.592,97.767,-25.208,-50.345,23.233,38.142,-21.217,,,,,
20.99,0.459,0.89,-0.133,-2.319,-9.949,-6.592,97.778,-25.181,-50.246,23.275,38.117,-21.208,,,,,
20.995,0.459,0.892,-0.135,-1.16,-7.69,-3.784,97.795,-25.164,-50.136,23.308,38.075,-21.225,,,,,
21,0.459,0.892,-0.135,-1.16,-7.69,-3.784,97.811,-25.153,-50.026,23.367,38.033,-21.217,,,,,
21.005,0.459,0.892,-0.135,-1.16,-7.69,-3.784,97.833,-25.137,-49.911,23.408,38.008,-21.2,,,,,
21.01,0.444,0.892,-0.135,-1.16,-7.69,-3.784,97.85,-25.126,-49.796,23.458,37.992,-21.175,,,,,
21.015,0.444,0.886,-0.116,-1.404,-7.507,-2.747,97.861,-25.115,-49.68,23.492,37.958,-21.125,,,,,
21.02,0.444,0.886,-0.116,-1.404,-7.507,-2.747,97.877,-25.109,-49.565,23.533,37.925,-21.092,,,,,
21.025,0.444,0.886,-0.116,-1.404,-7.507,-2.747,97.894,-25.098,-49.449,23.583,37.875,-21.067,,,,,
21.03,0.462,0.886,-0.116,-1.404,-7.507,-2.747,97.905,-25.087,-49.329,23.625,37.842,-21.025,,,,,
21.035,0.462,0.89,-0.095,-2.319,-9.644,-0.549,97.921,-25.087,-49.224,23.675,37.825,-20.983,,,,,
21.04,0.462,0.89,-0.095,-2.319,-9.644,-0.549,97.938,-25.087,-49.114,23.717,37.825,-20.892,,,,,
21.045,0.462,0.89,-0.095,-2.319,-9.644,-0.549,97.949,-25.087,-49.01,23.742,37.825,-20.8,,,,,
21.05,0.474,0.89,-0.095,-2.319,-9.644,-0.549,97.965,-25.087,-48.9,23.758,37.825,-20.733,,,,,
21.055,0.474,0.882,-0.089,-3.235,-10.681,4.028,97.982,-25.109,-48.801,23.758,37.808,-20.675,,,,,
21.06,0.474,0.882,-0.089,-3.235,-10.681,4.028,97.993,-25.131,-48.702,23.767,37.808,-20.658,,,,,
21.065,0.474,0.882,-0.089,-3.235,-10.681,4.028,98.004,-25.153,-48.604,23.775,37.825,-20.65,,,,,
21.07,0.464,0.882,-0.089,-3.235,-10.681,4.028,98.02,-25.175,-48.51,23.792,37.85,-20.667,,,,,
21.075,0.464,0.884,-0.102,-4.15,-10.071,7.324,98.026,-25.214,-48.411,23.808,37.892,-20.658,,,,,
21.08,0.464,0.884,-0.102,-4.15,-10.071,7.324,98.031,-25.252,-48.312,23.817,37.925,-20.642,,,,,
21.085,0.464,0.884,-0.102,-4.15,-10.071,7.324,98.042,-25.291,-48.214,23.825,37.942,-20.658,,,,,
21.09,0.447,0.884,-0.102,-4.15,-10.071,7.324,98.047,-25.329,-48.115,23.842,37.967,-20.625,,,,,
21.095,0.447,0.876,-0.118,-3.357,-6.409,7.385,98.047,-25.367,-47.994,23.858,38.008,-20.608,,,,,
21.1,0.447,0.876,-0.118,-3.357,-6.409,7.385,98.053,-25.411,-47.873,23.867,38.033,-20.6,,,,,
21.105,0.447,0.876,-0.118,-3.357,-6.409,7.385,98.053,-25.45,-47.758,23.85,38.075,-20.55,,,,,
21.11,0.428,0.876,-0.118,-3.357,-6.409,7.385,98.058,-25.488,-47.637,23.825,38.117,-20.517,,,,,
21.115,0.428,0.877,-0.118,-1.099,-1.77,3.967,98.058,-25.516,-47.488,23.8,38.142,-20.475,,,,,
21.12,0.428,0.877,-0.118,-1.099,-1.77,3.967,98.058,-25.538,-47.346,23.783,38.175,-20.433,,,,,
21.125,0.428,0.877,-0.118,-1.099,-1.77,3.967,98.064,-25.565,-47.197,23.767,38.208,-20.383,,,,,
21.13,0.415,0.877,-0.118,-1.099,-1.77,3.967,98.064,-25.587,-47.049,23.758,38.233,-20.333,,,,,
21.135,0.415,0.893,-0.121,-0.183,1.953,0.488,98.058,-25.598,-46.879,23.742,38.242,-20.308,,,,,
21.14,0.415,0.893,-0.121,-0.183,1.953,0.488,98.053,-25.609,-46.703,23.725,38.233,-20.308,,,,,
21.145,0.415,0.893,-0.121,-0.183,1.953,0.488,98.047,-25.615,-46.533,23.717,38.242,-20.342,,,,,
21.15,0.409,0.893,-0.121,-0.183,1.953,0.488,98.047,-25.626,-46.362,23.708,38.233,-20.383,,,,,
21.155,0.409,0.903,-0.115,-0.183,4.395,-1.038,98.036,-25.626,-46.17,23.708,38.233,-20.417,,,,,
21.16,0.409,0.903,-0.115,-0.183,4.395,-1.038,98.026,-25.631,-45.983,23.708,38.242,-20.425,,,,,
21.165,0.409,0.903,-0.115,-0.183,4.395,-1.038,98.015,-25.631,-45.797,23.708,38.233,-20.433,,,,,
21.17,0.399,0.903,-0.115,-0.183,4.395,-1.038,97.998,-25.631,-45.604,23.717,38.225,-20.458,,,,,
21.175,0.399,0.905,-0.121,-0.305,5.493,-1.038,97.987,-25.631,-45.412,23.733,38.208,-20.483,,,,,
21.18,0.399,0.905,-0.121,-0.305,5.493,-1.038,97.971,-25.637,-45.214,23.758,38.183,-20.492,,,,,
21.185,0.399,0.905,-0.121,-0.305,5.493,-1.038,97.954,-25.637,-45.016,23.783,38.167,-20.508,,,,,
21.19,0.388,0.905,-0.121,-0.305,5.493,-1.038,97.943,-25.637,-44.813,23.808,38.15,-20.508,,,,,
21.195,0.388,0.902,-0.123,-0.122,5.676,-0.61,97.927,-25.637,-44.615,23.817,38.125,-20.517,,,,,
21.2,0.388,0.902,-0.123,-0.122,5.676,-0.61,97.91,-25.642,-44.412,23.817,38.117,-20.525,,,,,
21.205,0.388,0.902,-0.123,-0.122,5.676,-0.61,97.894,-25.642,-44.214,23.825,38.092,-20.533,,,,,
21.21,0.384,0.902,-0.123,-0.122,5.676,-0.61,97.883,-25.642,-44.011,23.825,38.067,-20.575,,,,,
21.215,0.384,0.907,-0.12,0.488,5.005,-0.366,97.872,-25.642,-43.813,23.833,38.058,-20.583,,,,,
21.22,0.384,0.907,-0.12,0.488,5.005,-0.366,97.861,-25.642,-43.616,23.842,38.033,-20.6,,,,,
21.225,0.384,0.907,-0.12,0.488,5.005,-0.366,97.85,-25.642,-43.412,23.833,38.025,-20.617,,,,,
21.23,0.386,0.907,-0.12,0.488,5.005,-0.366,97.839,-25.648,-43.215,23.833,38.025,-20.617,,,,,
21.235,0.386,0.913,-0.113,0.977,3.906,0,97.833,-25.648,-43.022,23.825,38,-20.625,,,,,
21.24,0.386,0.913,-0.113,0.977,3.906,0,97.822,-25.648,-42.825,23.808,37.967,-20.658,,,,,
21.245,0.386,0.913,-0.113,0.977,3.906,0,97.817,-25.648,-42.632,23.817,37.933,-20.7,,,,,
21.25,0.389,0.913,-0.113,0.977,3.906,0,97.811,-25.648,-42.44,23.817,37.908,-20.75,,,,,
21.255,0.389,0.915,-0.105,0.61,1.892,0,97.806,-25.648,-42.253,23.817,37.892,-20.825,,,,,
21.26,0.389,0.915,-0.105,0.61,1.892,0,97.8,-25.648,-42.072,23.817,37.867,-20.892,,,,,
21.265,0.389,0.915,-0.105,0.61,1.892,0,97.8,-25.642,-41.885,23.817,37.867,-20.917,,,,,
21.27,0.402,0.915,-0.105,0.61,1.892,0,97.795,-25.642,-41.704,23.808,37.858,-20.917,,,,,
21.275,0.402,0.913,-0.102,0.244,-0.305,0,97.795,-25.642,-41.534,23.808,37.875,-20.9,,,,,
21.28,0.402,0.913,-0.102,0.244,-0.305,0,97.789,-25.637,-41.364,23.817,37.883,-20.85,,,,,
21.285,0.402,0.913,-0.102,0.244,-0.305,0,97.789,-25.637,-41.193,23.825,37.883,-20.808,,,,,
21.29,0.426,0.913,-0.102,0.244,-0.305,0,97.789,-25.631,-41.023,23.833,37.883,-20.775,,,,,
21.295,0.426,0.911,-0.106,0,-1.526,1.282,97.789,-25.637,-40.858,23.833,37.875,-20.758,,,,,
21.3,0.426,0.911,-0.106,0,-1.526,1.282,97.789,-25.637,-40.699,23.825,37.883,-20.733,,,,,
21.305,0.426,0.911,-0.106,0,-1.526,1.282,97.789,-25.642,-40.54,23.808,37.908,-20.742,,,,,
21.31,0.44,0.911,-0.106,0,-1.526,1.282,97.789,-25.642,-40.38,23.808,37.9,-20.783,,,,,
21.315,0.44,0.909,-0.11,0.305,-0.916,3.967,97.789,-25.659,-40.215,23.808,37.883,-20.833,,,,,
21.32,0.44,0.909,-0.11,0.305,-0.916,3.967,97.789,-25.675,-40.062,23.817,37.883,-20.9,,,,,
21.325,0.44,0.909,-0.11,0.305,-0.916,3.967,97.795,-25.692,-39.902,23.808,37.875,-20.917,,,,,
21.33,0.442,0.909,-0.11,0.305,-0.916,3.967,97.795,-25.708,-39.743,23.792,37.883,-20.892,,,,,
21.335,0.442,0.902,-0.113,0.732,0.671,6.104,97.795,-25.741,-39.584,23.775,37.9,-20.858,,,,,
21.34,0.442,0.902,-0.113,0.732,0.671,6.104,97.795,-25.768,-39.419,23.767,37.917,-20.8,,,,,
21.345,0.442,0.902,-0.113,0.732,0.671,6.104,97.795,-25.796,-39.26,23.75,37.942,-20.742,,,,,
21.35,0.446,0.902,-0.113,0.732,0.671,6.104,97.795,-25.829,-39.095,23.742,37.992,-20.708,,,,,
21.355,0.446,0.896,-0.116,1.404,2.197,7.507,97.8,-25.862,-38.93,23.708,38.025,-20.692,,,,,
21.36,0.446,0.896,-0.116,1.404,2.197,7.507,97.8,-25.9,-38.765,23.658,38.092,-20.7,,,,,
21.365,0.446,0.896,-0.116,1.404,2.197,7.507,97.8,-25.939,-38.6,23.625,38.142,-20.675,,,,,
21.37,0.461,0.896,-0.116,1.404,2.197,7.507,97.8,-25.977,-38.441,23.592,38.192,-20.683,,,,,
21.375,0.461,0.899,-0.108,1.343,2.502,9.583,97.806,-26.027,-38.282,23.575,38.25,-20.717,,,,,
21.38,0.461,0.899,-0.108,1.343,2.502,9.583,97.806,-26.071,-38.123,23.567,38.308,-20.767,,,,,
21.385,0.461,0.899,-0.108,1.343,2.502,9.583,97.806,-26.12,-37.963,23.567,38.375,-20.825,,,,,
21.39,0.502,0.899,-0.108,1.343,2.502,9.583,97.806,-26.169,-37.809,23.567,38.442,-20.867,,,,,
21.395,0.502,0.905,-0.113,1.16,2.136,14.709,97.811,-26.241,-37.661,23.533,38.517,-20.875,,,,,
21.4,0.502,0.905,-0.113,1.16,2.136,14.709,97.811,-26.318,-37.513,23.475,38.6,-20.9,,,,,
21.405,0.502,0.905,-0.113,1.16,2.136,14.709,97.817,-26.389,-37.37,23.425,38.692,-20.917,,,,,
21.41,0.513,0.905,-0.113,1.16,2.136,14.709,97.822,-26.466,-37.233,23.35,38.792,-20.9,,,,,
21.415,0.513,0.903,-0.117,1.221,2.136,22.461,97.828,-26.576,-37.101,23.242,38.925,-20.883,,,,,
21.42,0.513,0.903,-0.117,1.221,2.136,22.461,97.833,-26.691,-36.974,23.133,39.05,-20.867,,,,,
21.425,0.513,0.903,-0.117,1.221,2.136,22.461,97.839,-26.801,-36.848,22.992,39.15,-20.867,,,,,
21.43,0.511,0.903,-0.117,1.221,2.136,22.461,97.844,-26.917,-36.727,22.842,39.25,-20.892,,,,,
21.435,0.511,0.899,-0.117,1.16,0.61,29.358,97.861,-27.065,-36.623,22.692,39.325,-20.942,,,,,
21.44,0.511,0.899,-0.117,1.16,0.61,29.358,97.872,-27.208,-36.524,22.55,39.383,-20.992,,,,,
21.445,0.511,0.899,-0.117,1.16,0.61,29.358,97.883,-27.356,-36.425,22.4,39.425,-21.025,,,,,
21.45,0.534,0.899,-0.117,1.16,0.61,29.358,97.899,-27.499,-36.326,22.233,39.442,-21.067,,,,,
21.455,0.534,0.899,-0.139,1.038,-2.136,36.011,97.916,-27.68,-36.255,22.05,39.433,-21.075,,,,,
21.46,0.534,0.899,-0.139,1.038,-2.136,36.011,97.938,-27.856,-36.189,21.875,39.392,-21.125,,,,,
21.465,0.534,0.899,-0.139,1.038,-2.136,36.011,97.965,-28.032,-36.123,21.692,39.317,-21.167,,,,,
21.47,0.565,0.899,-0.139,1.038,-2.136,36.011,97.987,-28.207,-36.057,21.492,39.183,-21.233,,,,,
21.475,0.565,0.901,-0.163,1.892,-3.662,43.579,98.02,-28.422,-36.013,21.3,39.058,-21.308,,,,,
21.48,0.565,0.901,-0.163,1.892,-3.662,43.579,98.053,-28.636,-35.969,21.108,38.867,-21.392,,,,,
21.485,0.565,0.901,-0.163,1.892,-3.662,43.579,98.091,-28.845,-35.931,20.9,38.625,-21.483,,,,,
21.49,0.566,0.901,-0.163,1.892,-3.662,43.579,98.124,-29.059,-35.898,20.683,38.342,-21.575,,,,,
21.495,0.566,0.894,-0.164,3.418,-4.333,50.415,98.174,-29.306,-35.87,20.467,38.017,-21.658,,,,,
21.5,0.566,0.894,-0.164,3.418,-4.333,50.415,98.223,-29.548,-35.848,20.258,37.633,-21.742,,,,,
21.505,0.566,0.894,-0.164,3.418,-4.333,50.415,98.273,-29.795,-35.826,20.058,37.208,-21.783,,,,,
21.51,0.579,0.894,-0.164,3.418,-4.333,50.415,98.322,-30.037,-35.804,19.9,36.783,-21.817,,,,,
21.515,0.579,0.879,-0.135,3.784,-5.92,56.335,98.383,-30.311,-35.799,19.767,36.325,-21.892,,,,,
21.52,0.579,0.879,-0.135,3.784,-5.92,56.335,98.438,-30.58,-35.793,19.65,35.85,-21.975,,,,,
21.525,0.579,0.879,-0.135,3.784,-5.92,56.335,98.498,-30.855,-35.788,19.558,35.383,-22.083,,,,,
21.53,0.619,0.879,-0.135,3.784,-5.92,56.335,98.558,-31.124,-35.782,19.5,34.933,-22.192,,,,,
21.535,0.619,0.862,-0.122,3.54,-6.104,64.575,98.624,-31.437,-35.788,19.483,34.517,-22.317,,,,,
21.54,0.619,0.862,-0.122,3.54,-6.104,64.575,98.69,-31.75,-35.793,19.508,34.133,-22.408,,,,,
21.545,0.619,0.862,-0.122,3.54,-6.104,64.575,98.751,-32.058,-35.793,19.575,33.808,-22.475,,,,,
21.55,0.682,0.862,-0.122,3.54,-6.104,64.575,98.817,-32.371,-35.799,19.683,33.558,-22.5,,,,,
21.555,0.682,0.844,-0.134,4.639,-3.845,76.782,98.888,-32.745,-35.804,19.842,33.408,-22.542,,,,,
21.56,0.682,0.844,-0.134,4.639,-3.845,76.782,98.959,-33.118,-35.81,20.058,33.383,-22.558,,,,,
21.565,0.682,0.844,-0.134,4.639,-3.845,76.782,99.031,-33.492,-35.815,20.35,33.508,-22.55,,,,,
21.57,0.717,0.844,-0.134,4.639,-3.845,76.782,99.102,-33.86,-35.826,20.692,33.8,-22.533,,,,,
21.575,0.717,0.835,-0.143,6.592,0,93.445,99.185,-34.321,-35.832,21.058,34.267,-22.508,,,,,
21.58,0.717,0.835,-0.143,6.592,0,93.445,99.261,-34.777,-35.837,21.408,34.892,-22.442,,,,,
21.585,0.717,0.835,-0.143,6.592,0,93.445,99.344,-35.233,-35.854,21.717,35.567,-22.35,,,,,
21.59,0.686,0.835,-0.143,6.592,0,93.445,99.426,-35.689,-35.876,21.95,36.35,-22.267,,,,,
21.595,0.686,0.823,-0.138,7.568,-1.404,107.91,99.531,-36.216,-35.931,22.092,37.192,-22.158,,,,,
21.6,0.686,0.823,-0.138,7.568,-1.404,107.91,99.635,-36.744,-35.991,22.117,38.042,-22.025,,,,,
21.605,0.686,0.823,-0.138,7.568,-1.404,107.91,99.745,-37.266,-36.063,22,38.85,-21.925,,,,,
21.61,0.771,0.823,-0.138,7.568,-1.404,107.91,99.849,-37.787,-36.145,21.775,39.567,-21.85,,,,,
21.615,0.771,0.785,-0.143,7.751,-2.197,116.333,99.97,-38.353,-36.249,21.442,40.175,-21.783,,,,,
21.62,0.771,0.785,-0.143,7.751,-2.197,116.333,100.096,-38.914,-36.37,21.083,40.683,-21.742,,,,,
21.625,0.771,0.785,-0.143,7.751,-2.197,116.333,100.223,-39.479,-36.502,20.7,41.05,-21.717,,,,,
21.63,0.802,0.785,-0.143,7.751,-2.197,116.333,100.349,-40.04,-36.639,20.333,41.258,-21.708,,,,,
21.635,0.802,0.761,-0.137,8.972,0.732,124.695,100.481,-40.644,-36.777,20.033,41.333,-21.692,,,,,
21.64,0.802,0.761,-0.137,8.972,0.732,124.695,100.618,-41.248,-36.925,19.842,41.308,-21.725,,,,,
21.645,0.802,0.761,-0.137,8.972,0.732,124.695,100.756,-41.847,-37.073,19.758,41.233,-21.817,,,,,
21.65,0.872,0.761,-0.137,8.972,0.732,124.695,100.898,-42.451,-37.227,19.808,41.158,-21.883,,,,,
21.655,0.872,0.805,-0.146,8.484,2.625,136.841,101.041,-43.11,-37.392,19.917,41.117,-21.983,,,,,
21.66,0.872,0.805,-0.146,8.484,2.625,136.841,101.19,-43.775,-37.557,20.117,41.158,-22.067,,,,,
21.665,0.872,0.805,-0.146,8.484,2.625,136.841,101.343,-44.434,-37.733,20.358,41.367,-22.108,,,,,
21.67,0.817,0.805,-0.146,8.484,2.625,136.841,101.497,-45.093,-37.914,20.575,41.792,-22.108,,,,,
21.675,0.817,0.784,-0.151,11.353,-2.319,148.071,101.711,-45.802,-38.156,20.708,42.442,-22.008,,,,,
21.68,0.817,0.784,-0.151,11.353,-2.319,148.071,101.931,-46.505,-38.408,20.717,43.3,-21.867,,,,,
21.685,0.817,0.784,-0.151,11.353,-2.319,148.071,102.156,-47.208,-38.677,20.6,44.342,-21.733,,,,,
21.69,0.971,0.784,-0.151,11.353,-2.319,148.071,102.387,-47.911,-38.958,20.433,45.367,-21.608,,,,,
21.695,0.971,0.752,-0.134,13.855,-0.305,156.982,102.64,-48.653,-39.26,20.142,46.408,-21.492,,,,,
21.7,0.971,0.752,-0.134,13.855,-0.305,156.982,102.903,-49.4,-39.573,19.808,47.333,-21.425,,,,,
21.705,0.971,0.752,-0.134,13.855,-0.305,156.982,103.178,-50.142,-39.902,19.467,48.017,-21.4,,,,,
21.71,0.938,0.752,-0.134,13.855,-0.305,156.982,103.458,-50.883,-40.243,19.183,48.408,-21.417,,,,,
21.715,0.938,0.714,-0.139,14.709,4.211,170.471,103.749,-51.691,-40.589,19.025,48.492,-21.525,,,,,
21.72,0.938,0.714,-0.139,14.709,4.211,170.471,104.046,-52.498,-40.941,19,48.358,-21.683,,,,,
21.725,0.938,0.714,-0.139,14.709,4.211,170.471,104.359,-53.306,-41.309,19.05,48.2,-21.833,,,,,
21.73,0.908,0.714,-0.139,14.709,4.211,170.471,104.683,-54.108,-41.688,19.217,48.083,-21.992,,,,,
21.735,0.908,0.678,-0.142,14.526,2.625,179.016,105.051,-54.948,-42.116,19.475,48.183,-22.083,,,,,
21.74,0.908,0.678,-0.142,14.526,2.625,179.016,105.43,-55.783,-42.561,19.742,48.65,-22.117,,,,,
21.745,0.908,0.678,-0.142,14.526,2.625,179.016,105.831,-56.618,-43.028,19.992,49.458,-22.083,,,,,
21.75,0.908,0.678,-0.142,14.526,2.625,179.016,106.249,-57.448,-43.517,20.142,50.542,-22.008,,,,,
21.755,1.023,0.678,-0.142,14.526,2.625,179.016,106.694,-58.277,-44.033,20.167,51.717,-21.942,,,,,
21.76,1.023,0.654,-0.152,14.282,2.808,189.758,107.183,-59.15,-44.604,20.125,52.783,-21.908,,,,,
21.765,1.023,0.654,-0.152,14.282,2.808,189.758,107.699,-60.024,-45.209,19.975,53.625,-21.917,,,,,
21.77,1.023,0.654,-0.152,14.282,2.808,189.758,108.248,-60.892,-45.846,19.783,54.142,-21.983,,,,,
21.775,0.961,0.654,-0.152,14.282,2.808,189.758,108.825,-61.76,-46.516,19.617,54.367,-22.075,,,,,
21.78,0.961,0.592,-0.161,15.686,0.671,200.684,109.501,-62.666,-47.285,19.583,54.458,-22.142,,,,,
21.785,0.961,0.592,-0.161,15.686,0.671,200.684,110.226,-63.567,-48.098,19.725,54.642,-22.208,,,,,
21.79,0.961,0.592,-0.161,15.686,0.671,200.684,110.995,-64.462,-48.961,20.042,55.075,-22.258,,,,,
21.795,1.022,0.592,-0.161,15.686,0.671,200.684,111.824,-65.352,-49.883,20.408,55.625,-22.25,,,,,
21.8,1.022,0.524,-0.191,17.151,1.953,205.994,112.731,-66.264,-50.878,20.825,56.5,-22.2,,,,,
21.805,1.022,0.524,-0.191,17.151,1.953,205.994,113.708,-67.165,-51.949,21.2,57.6,-22.167,,,,,
21.81,1.022,0.524,-0.191,17.151,1.953,205.994,114.763,-68.06,-53.102,21.417,58.75,-22.133,,,,,
21.815,0.965,0.524,-0.191,17.151,1.953,205.994,115.911,-68.945,-54.344,21.475,59.842,-22.142,,,,,
21.82,0.965,0.417,-0.229,22.034,0.122,208.191,117.213,-69.824,-55.728,21.425,60.717,-22.2,,,,,
21.825,0.965,0.417,-0.229,22.034,0.122,208.191,118.636,-70.692,-57.233,21.375,61.358,-22.275,,,,,
21.83,0.965,0.417,-0.229,22.034,0.122,208.191,120.19,-71.543,-58.87,21.392,61.842,-22.367,,,,,
21.835,1.113,0.417,-0.229,22.034,0.122,208.191,121.888,-72.383,-60.65,21.55,62.167,-22.467,,,,,
21.84,1.113,0.386,-0.225,26.55,1.099,211.792,123.794,-73.218,-62.622,21.867,62.5,-22.567,,,,,
21.845,1.113,0.386,-0.225,26.55,1.099,211.792,125.892,-74.037,-64.786,22.292,62.992,-22.625,,,,,
21.85,1.113,0.386,-0.225,26.55,1.099,211.792,128.21,-74.833,-67.17,22.7,63.783,-22.633,,,,,
21.855,1.035,0.386,-0.225,26.55,1.099,211.792,130.77,-75.597,-69.802,22.983,64.858,-22.592,,,,,
21.86,1.035,0.367,-0.166,28.015,1.343,223.389,133.77,-76.371,-72.867,23.133,66.075,-22.55,,,,,
21.865,1.035,0.367,-0.166,28.015,1.343,223.389,137.109,-77.108,-76.278,23.225,67.225,-22.508,,,,,
21.87,1.035,0.367,-0.166,28.015,1.343,223.389,140.823,-77.789,-80.068,23.258,68.2,-22.508,,,,,
21.875,1,0.367,-0.166,28.015,1.343,223.389,144.948,-78.415,-84.26,23.35,68.808,-22.608,,,,,
